abduction     	5.53
able          	4.30
abortion      	5.39
absent        	4.73
absurd        	4.36
abundance     	5.51
abuse         	6.83
accept        	5.53
acceptance    	5.40
access        	5.07
accident      	6.26
accord        	4.24
accost        	5.24
accuse        	6.57
ace           	5.50
ache          	5.00
achievement   	5.53
acre          	4.90
action        	6.53
activate      	4.86
actor         	6.07
ad            	4.29
adapt         	4.52
addict        	5.66
addicted      	4.81
adhere        	4.07
adjust        	5.39
admire        	6.20
admired       	6.11
admit         	4.97
adopt         	4.71
adorable      	5.12
adore         	5.74
adorn         	4.56
adult         	4.76
advantage     	4.76
adventure     	6.98
advice        	5.17
affair        	6.21
affection     	6.21
affectionate  	5.67
affirm        	4.79
afford        	5.31
afraid        	6.67
aggravated    	5.79
aggravation   	6.10
aggressive    	5.83
agility       	4.85
agony         	6.06
agree         	4.59
agreement     	5.02
aid           	5.41
ail           	4.59
air           	4.12
airplane      	6.77
airport       	5.97
alarm         	7.36
album         	5.18
alcohol       	5.94
alcoholic     	5.69
alcove        	4.19
alert         	6.85
alien         	5.45
alimony       	4.30
alive         	5.50
allege        	3.87
allergy       	4.64
alley         	4.91
alone         	4.83
aloof         	4.28
alter         	4.93
amaze         	6.90
ambition      	5.61
ambitious     	6.57
ambulance     	7.33
ambush        	6.23
amuse         	5.97
amusement     	6.22
anarchy       	5.48
ancestor      	4.27
angel         	4.83
anger         	7.63
angry         	7.17
anguished     	5.33
animal        	5.55
ankle         	4.16
annoy         	5.52
annoy         	6.49
annoyance     	5.18
answer        	5.41
antique       	4.06
anus          	4.28
anxiety       	6.72
anxious       	6.92
apartment     	4.75
apathy        	4.00
apology       	5.18
appall        	6.50
applause      	5.80
apple         	4.17
appliance     	4.05
application   	5.62
appreciative  	5.73
apprehension  	5.68
arch          	4.37
area          	3.80
arena         	6.43
argue         	6.07
arm           	3.59
army          	5.03
aroma         	5.19
arouse        	6.97
aroused       	6.63
arrogant      	5.65
arrow         	5.37
arson         	6.58
art           	4.86
artist        	4.94
ash           	4.41
asphalt       	3.77
aspire        	5.83
ass           	6.00
assassin      	6.28
assault       	7.51
assume        	4.97
assure        	4.52
astonished    	6.58
astronaut     	5.28
athlete       	6.50
athletics     	6.10
atlas         	4.53
atom          	4.00
attack        	7.03
attain        	5.53
attend        	4.74
aunt          	4.96
auto          	4.89
autumn        	4.51
avalanche     	5.54
avenge        	5.89
avenue        	4.12
avert         	4.73
avoid         	5.04
await         	4.54
awaken        	5.00
award         	7.22
awe           	5.50
awed          	5.74
awful         	5.72
awkward       	5.70
awning        	3.97
baby          	5.53
backyard      	4.87
bacon         	5.63
bad           	5.52
badge         	4.60
baffle        	5.48
bake          	5.10
balcony       	4.60
bald          	4.26
ballet        	4.00
balloons      	4.90
ban           	5.62
banana        	4.93
band          	5.66
bandage       	3.90
banish        	5.68
bankrupt      	6.21
banner        	3.83
bar           	5.00
bargain       	5.94
bark          	6.07
barn          	4.27
barrel        	3.36
basement      	4.73
basin         	3.83
basis         	3.83
basket        	3.63
basketball    	5.94
bastard       	6.07
batch         	4.63
bath          	4.16
bathe         	4.63
bathroom      	3.88
bathtub       	4.36
baton         	4.38
battleship    	5.85
bawl          	5.00
beach         	5.53
beads         	4.11
bean          	3.97
bear          	6.52
beard         	4.30
beast         	5.57
beautiful     	6.17
beauty        	4.95
bed           	3.61
bedspread     	4.21
beer          	5.36
bees          	6.51
beet          	4.03
beg           	5.00
beggar        	4.91
beginning     	4.87
behave        	3.93
belief        	5.70
bell          	4.45
belly         	4.33
belong        	5.64
bench         	3.59
benefit       	5.14
berate        	5.47
bereavement   	4.20
betray        	7.24
beverage      	5.21
beware        	6.38
bib           	4.37
bible         	4.57
bicker        	5.36
bicyclist     	4.93
bikini        	6.27
binge         	4.94
binoculars    	4.44
bird          	3.17
birth         	6.82
birthday      	6.68
bitch         	6.36
black         	4.61
blackmail     	6.03
blade         	6.07
blame         	4.93
bland         	3.29
blanket       	3.41
blase         	3.94
blasphemy     	4.93
bleed         	5.64
bless         	4.05
blight        	4.66
blind         	4.39
bliss         	4.41
blister       	4.10
blob          	4.81
blond         	5.07
blonde        	4.86
blood         	6.00
bloody        	6.41
bloom         	4.96
blossom       	5.03
blouse        	4.43
blowdryer     	3.84
blubber       	4.57
blue          	4.31
blues         	3.46
blurt         	5.36
board         	3.36
boat          	5.31
body          	5.52
bold          	5.60
bolt          	5.73
bomb          	7.15
bone          	4.62
bonus         	6.83
book          	4.17
boom          	6.67
boost         	5.52
booth         	4.20
boots         	4.67
bored         	2.83
boring        	2.29
bothered      	6.17
bottle        	4.79
bounty        	5.64
bouquet       	5.46
bowl          	3.47
boxer         	5.12
boy           	4.58
boyfriend     	5.73
bracelet      	5.10
braces        	5.24
brain         	5.53
brave         	6.15
break         	5.23
breast        	5.37
breath        	4.77
breathless    	5.85
breeze        	4.37
bribe         	6.00
brick         	4.46
bride         	5.55
bridge        	5.03
bright        	5.40
broken        	5.43
brood         	4.63
broom         	3.23
broth         	3.93
brother       	4.71
brow          	3.57
brownie       	6.10
bruise        	5.93
brutal        	6.60
bucket        	4.17
buffalo       	4.59
bug           	5.57
bugle         	4.73
building      	3.92
bulb          	4.24
bulge         	4.82
bullet        	5.33
bumble        	5.03
bunny         	4.06
burdened      	5.63
burglar       	6.62
burial        	5.08
burn          	6.22
bury          	5.68
bus           	3.55
bustle        	5.80
busy          	4.58
busybody      	4.84
butler        	4.70
butt          	5.70
butter        	3.17
butterfly     	3.47
button        	3.82
cab           	3.97
cabinet       	3.43
cake          	5.00
calender      	3.84
calf          	4.11
calm          	3.60
camel         	4.34
campus        	4.79
cancel        	4.31
cancer        	6.42
candlestick   	4.27
candy         	4.58
cane          	4.20
cannon        	4.71
canoe         	4.79
canyon        	5.29
capability    	5.43
capable       	5.08
cape          	5.03
car           	6.24
carcass       	4.83
card          	4.43
care          	6.03
carefree      	4.17
caress        	5.14
caring        	4.38
carnival      	6.20
carpet        	3.66
carrot        	3.90
cartoon       	5.52
carve         	4.72
carwash       	4.67
cash          	7.37
casino        	6.51
cast          	4.50
castle        	6.13
castrate      	5.75
cat           	4.38
cattle        	4.20
cave          	5.44
cavern        	5.28
cavity        	6.14
cavort        	4.86
cease         	4.25
ceiling       	4.04
cell          	4.08
cellar        	4.39
cemetery      	4.82
cereal        	5.08
chair         	3.15
chalk         	3.48
challenge     	6.43
champ         	6.00
champagne     	5.93
champion      	5.85
chance        	5.38
change        	5.25
chaos         	6.67
character     	5.17
charm         	5.16
chase         	6.50
checkerboard  	4.21
cheer         	6.12
cheerful      	6.36
cheerleader   	5.67
cheese        	5.20
cheeseburger  	6.00
chef          	5.67
chess         	4.07
chest         	5.44
chicken       	5.10
child         	5.55
chimney       	3.46
chin          	3.31
chocolate     	5.29
choice        	5.23
choir         	4.50
choke         	6.34
chore         	3.52
christmas     	6.27
church        	4.34
cider         	4.10
cigar         	4.14
cigarette     	5.35
cinema        	6.18
circle        	3.86
circus        	5.97
city          	5.24
clan          	5.00
clarinet      	4.47
class         	3.93
clause        	4.20
claw          	4.81
clay          	3.83
clean         	4.80
cleavage      	5.53
cleft         	3.93
clench        	5.63
cliff         	6.25
cliffdiver    	5.93
climax        	7.18
cling         	4.23
clinic        	4.81
clock         	4.02
closet        	4.57
clot          	4.70
cloth         	3.55
clothe        	4.60
clothes       	5.86
clothing      	4.78
clouds        	3.30
clown         	5.43
clue          	5.52
clumsy        	5.18
coach         	5.59
coarse        	4.21
coast         	4.59
coax          	4.83
cocaine       	4.93
cockpit       	5.53
cockroach     	6.11
cocoa         	5.54
cod           	4.05
coddle        	4.43
coffin        	5.03
cognition     	4.59
coin          	4.29
cold          	5.19
colony        	4.86
color         	4.73
column        	3.62
comedy        	5.85
comet         	5.97
comfort       	3.93
comfortable   	3.59
command       	5.64
communism     	5.55
compel        	5.43
competent     	5.34
complete      	5.75
complex       	5.62
compulsive    	5.70
computer      	4.75
concentrate   	4.65
concerned     	5.55
concert       	7.32
concrete      	4.03
condom        	6.43
confident     	6.22
confused      	6.03
confusion     	6.07
conquer       	6.79
conquest      	6.50
consoled      	4.53
constructive  	5.13
contempt      	5.28
contents      	4.32
context       	4.22
continuation  	4.93
control       	5.93
controlling   	6.10
convey        	4.64
cook          	4.44
cookie        	5.43
cookout       	6.14
cool          	4.17
cope          	4.66
copper        	3.61
cord          	3.54
core          	4.18
cork          	3.80
corn          	4.57
corner        	3.91
corpse        	4.74
